FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2011/12,Fraser,Chilliwack General Hospital,Cataract Surgery,719,"5,079",6.3,21.3
2011/12,Fraser,Chilliwack General Hospital,Cholecystectomy,32,143,4.7,12.7
2011/12,Fraser,Chilliwack General Hospital,Colostomy/Ileostomy,<5,10,6.4,13.5
2011/12,Fraser,Chilliwack General Hospital,Cone Biopsy,5,54,3.9,7.8
2011/12,Fraser,Chilliwack General Hospital,Cyst/Ganglion Removal,0,6,1.8,6.2
2011/12,Fraser,Chilliwack General Hospital,D&C and Related Surgery,15,101,4,27.3
2011/12,Fraser,Chilliwack General Hospital,Dental Surgery,8,18,7.6,23.2
2011/12,Fraser,Chilliwack General Hospital,Examination Under Anaesthetic,6,27,2.9,14.7
2011/12,Fraser,Chilliwack General Hospital,Excision Gynecomastia,0,5,6,8.9
2011/12,Fraser,Chilliwack General Hospital,Excision Lesion/Tumour,6,28,3.6,17
2011/12,Fraser,Chilliwack General Hospital,Fallopian Tube/Ovarian Surgery,29,85,10,29.4
2011/12,Fraser,Chilliwack General Hospital,Fistula Repair - Non Vascular,0,9,2,17.5
2011/12,Fraser,Chilliwack General Hospital,Foot/Ankle Surgery,11,15,21.6,32.6
2011/12,Fraser,Chilliwack General Hospital,Foreign Body Removal Surgery,<5,10,1.1,4.7
2011/12,Fraser,Chilliwack General Hospital,Fracture Repair,<5,12,1.9,25.9
2011/12,Fraser,Chilliwack General Hospital,Hand/Wrist Surgery,<5,7,6,15.3
2011/12,Fraser,Chilliwack General Hospital,Hernia Repair - Abdominal,36,285,5.4,16.2
2011/12,Fraser,Chilliwack General Hospital,Hernia Repair - Hiatal,0,<5,,
2011/12,Fraser,Chilliwack General Hospital,Hip Replacement,19,104,5.6,9
2011/12,Fraser,Chilliwack General Hospital,Kidney/Bladder Stone Removal,<5,11,2.7,10.7
2011/12,Fraser,Chilliwack General Hospital,Knee - ACL Repair,14,43,7.9,23.9
2011/12,Fraser,Chilliwack General Hospital,Knee - Meniscectomy,14,67,6.1,20.6
2011/12,Fraser,Chilliwack General Hospital,Knee Arthroscopy,<5,10,2.2,9.2
2011/12,Fraser,Chilliwack General Hospital,Knee Replacement,34,238,6,11
2011/12,Fraser,Chilliwack General Hospital,Laparoscopy,9,35,6.7,27.9
2011/12,Fraser,Chilliwack General Hospital,Laparotomy,0,23,3,13.7
2011/12,Fraser,Chilliwack General Hospital,Ligament Surgery,<5,<5,,
2011/12,Fraser,Chilliwack General Hospital,Male Reproductive Surgery,12,28,14.4,21.3
2011/12,Fraser,Chilliwack General Hospital,Mastectomy,<5,44,1.9,4.9
2011/12,Fraser,Chilliwack General Hospital,Myringotomy,16,144,5,11.3
2011/12,Fraser,Chilliwack General Hospital,Nasal Surgery,48,86,30.9,39.6
2011/12,Fraser,Chilliwack General Hospital,Nerve Surgery,<5,<5,,
2011/12,Fraser,Chilliwack General Hospital,Oral Cavity & Pharynx Surgery,0,<5,,
2011/12,Fraser,Chilliwack General Hospital,Other Eye Surgery,<5,16,0.9,2.3
2011/12,Fraser,Chilliwack General Hospital,Other Joint Reconstruction,49,68,11.3,33.1
2011/12,Fraser,Chilliwack General Hospital,Other Orthopaedic Surgery,33,90,5.1,27.3
2011/12,Fraser,Chilliwack General Hospital,Other Urology Surgery,27,166,5,16.9
2011/12,Fraser,Chilliwack General Hospital,Parotidectomy,<5,<5,,
2011/12,Fraser,Chilliwack General Hospital,Prostate Surgery,19,105,4.7,11.2
2011/12,Fraser,Chilliwack General Hospital,Rectal Surgery,<5,10,6.2,16.9
2011/12,Fraser,Chilliwack General Hospital,Shoulder Surgery,<5,8,7.7,15
2011/12,Fraser,Chilliwack General Hospital,Sinus Surgery,32,80,30.6,40.9
2011/12,Fraser,Chilliwack General Hospital,Skin Surgery,0,<5,,
2011/12,Fraser,Chilliwack General Hospital,Skin Tumour Removal,5,35,4,13.7
2011/12,Fraser,Chilliwack General Hospital,Sphincterotomy,<5,6,8.9,12
2011/12,Fraser,Chilliwack General Hospital,Tendon Surgery,<5,5,2.7,12.9
2011/12,Fraser,Chilliwack General Hospital,Thyroidectomy,0,5,3,7.5
2011/12,Fraser,Chilliwack General Hospital,Tonsillectomy/Adenoidectomy,39,175,14.3,22.7
2011/12,Fraser,Chilliwack General Hospital,Tympanoplasty,10,29,31,42.5
2011/12,Fraser,Chilliwack General Hospital,Uterine Surgery,127,298,8.8,26.2
2011/12,Fraser,Chilliwack General Hospital,Vaginal Repair,34,45,14.1,27.5
2011/12,Fraser,Chilliwack General Hospital,Varicose Veins Ligation/Stripping,0,<5,,
2011/12,Fraser,Chilliwack General Hospital,Vascular Surgery - Other,<5,25,1,2
2011/12,Fraser,Chilliwack General Hospital,Wound/Laceration Care,14,17,6,28.3
2011/12,Fraser,Delta Hospital,Abdominoplasty,<5,<5,,
2011/12,Fraser,Delta Hospital,All Other Procedures,<5,6,3.9,21.8
2011/12,Fraser,Delta Hospital,All Procedures,880,"4,727",2.6,12.7
2011/12,Fraser,Delta Hospital,Bariatric Surgery,<5,10,3.1,9.7
2011/12,Fraser,Delta Hospital,Biopsy in OR,<5,18,1.1,3.1
2011/12,Fraser,Delta Hospital,Bladder Surgery,31,262,3.5,12.7
2011/12,Fraser,Delta Hospital,Breast Biopsy,18,100,2.1,5.7
2011/12,Fraser,Delta Hospital,Breast Reconstruction,<5,5,4.4,29.7
2011/12,Fraser,Delta Hospital,Breast Reduction,29,103,4.7,25.8
2011/12,Fraser,Delta Hospital,Cataract Surgery,107,728,6,16.4
2011/12,Fraser,Delta Hospital,Cholecystectomy,49,399,1.4,8.3
2011/12,Fraser,Delta Hospital,Cone Biopsy,<5,12,0.8,1.1
2011/12,Fraser,Delta Hospital,Cyst/Ganglion Removal,<5,11,2.4,5.7
2011/12,Fraser,Delta Hospital,D&C and Related Surgery,108,620,1.9,6
2011/12,Fraser,Delta Hospital,Examination Under Anaesthetic,<5,20,0.9,10.3
2011/12,Fraser,Delta Hospital,Excision Gynecomastia,<5,29,2.3,14.7
2011/12,Fraser,Delta Hospital,Excision Lesion/Tumour,6,40,1.6,4.5
2011/12,Fraser,Delta Hospital,Facial Bone Reconstruction,0,29,4.1,5
2011/12,Fraser,Delta Hospital,Fallopian Tube/Ovarian Surgery,<5,31,0.9,5
2011/12,Fraser,Delta Hospital,Fistula Repair - Non Vascular,<5,21,1.3,7.7
2011/12,Fraser,Delta Hospital,Foot/Ankle Surgery,5,28,3.9,28.5
2011/12,Fraser,Delta Hospital,Foreign Body Removal Surgery,<5,<5,,
2011/12,Fraser,Delta Hospital,Fracture Repair,<5,8,0.9,1.8
2011/12,Fraser,Delta Hospital,Hand/Wrist Surgery,6,53,2.3,7.9
2011/12,Fraser,Delta Hospital,Hernia Repair - Abdominal,89,509,2.1,14
2011/12,Fraser,Delta Hospital,Knee - ACL Repair,5,48,2.9,11.6
2011/12,Fraser,Delta Hospital,Knee - Meniscectomy,0,<5,,
2011/12,Fraser,Delta Hospital,Knee Arthroscopy,129,512,3,12.6
2011/12,Fraser,Delta Hospital,Laparoscopy,<5,46,1.1,3.6
2011/12,Fraser,Delta Hospital,Ligament Surgery,<5,<5,,
2011/12,Fraser,Delta Hospital,Male Reproductive Surgery,5,15,4.4,12.5
2011/12,Fraser,Delta Hospital,Mastectomy,5,70,1.2,3.7
2011/12,Fraser,Delta Hospital,Nasal Surgery,10,39,5.7,16.3
2011/12,Fraser,Delta Hospital,Nerve Surgery,<5,9,2.9,6
2011/12,Fraser,Delta Hospital,Other Eye Surgery,81,266,2.2,13.3
2011/12,Fraser,Delta Hospital,Other Joint Reconstruction,<5,5,5.7,7.5
2011/12,Fraser,Delta Hospital,Other Orthopaedic Surgery,12,82,3.9,11.4
2011/12,Fraser,Delta Hospital,Other Urology Surgery,<5,19,2.3,5.8
2011/12,Fraser,Delta Hospital,Prostate Surgery,<5,12,8.8,12.4
2011/12,Fraser,Delta Hospital,Rectal Surgery,12,56,2.1,16.9
2011/12,Fraser,Delta Hospital,Sinus Surgery,<5,7,4.7,13.6
2011/12,Fraser,Delta Hospital,Skin Surgery,5,24,4.7,13.1
2011/12,Fraser,Delta Hospital,Skin Tumour Removal,66,294,2,9.1
2011/12,Fraser,Delta Hospital,Sphincterotomy,<5,<5,,
2011/12,Fraser,Delta Hospital,Tendon Surgery,<5,5,1.1,5.4
2011/12,Fraser,Delta Hospital,Thyroidectomy,0,<5,,
2011/12,Fraser,Delta Hospital,Tonsillectomy/Adenoidectomy,<5,8,7.6,13.7
2011/12,Fraser,Delta Hospital,Uterine Surgery,<5,21,1,4.3
2011/12,Fraser,Delta Hospital,Vaginal Repair,20,49,3.6,9.7
2011/12,Fraser,Delta Hospital,Varicose Veins Ligation/Stripping,15,37,14,33.9
2011/12,Fraser,Delta Hospital,Wound/Laceration Care,13,46,3.1,11.5
2011/12,Fraser,Eagle Ridge Hospital,Abdominoplasty,<5,<5,,
2011/12,Fraser,Eagle Ridge Hospital,All Other Procedures,82,85,6.1,76.7
2011/12,Fraser,Eagle Ridge Hospital,All Procedures,"2,062","5,313",6.4,28.9
2011/12,Fraser,Eagle Ridge Hospital,Appendectomy,<5,6,3.9,22.9
2011/12,Fraser,Eagle Ridge Hospital,Biopsy in OR,<5,30,2,5.2
2011/12,Fraser,Eagle Ridge Hospital,Bladder Surgery,32,105,3.6,26.7
2011/12,Fraser,Eagle Ridge Hospital,Bowel Resection,<5,<5,,
2011/12,Fraser,Eagle Ridge Hospital,Breast Biopsy,10,51,3.4,7.7
2011/12,Fraser,Eagle Ridge Hospital,Breast Reconstruction,13,74,6,29.7
2011/12,Fraser,Eagle Ridge Hospital,Breast Reduction,100,207,19.4,42.1
2011/12,Fraser,Eagle Ridge Hospital,Cholecystectomy,128,305,6.4,22.5
2011/12,Fraser,Eagle Ridge Hospital,Colostomy/Ileostomy,<5,6,3.4,10.4
2011/12,Fraser,Eagle Ridge Hospital,Cone Biopsy,0,<5,,
2011/12,Fraser,Eagle Ridge Hospital,Cyst/Ganglion Removal,11,11,16.6,24.7
2011/12,Fraser,Eagle Ridge Hospital,D&C and Related Surgery,14,104,5.7,15.8
2011/12,Fraser,Eagle Ridge Hospital,Dental Surgery,80,208,9.6,56.7
2011/12,Fraser,Eagle Ridge Hospital,Examination Under Anaesthetic,8,32,8.1,23.9
2011/12,Fraser,Eagle Ridge Hospital,Excision Gynecomastia,<5,18,6.3,32
2011/12,Fraser,Eagle Ridge Hospital,Excision Lesion/Tumour,13,53,4.3,13.1
2011/12,Fraser,Eagle Ridge Hospital,Facial Bone Reconstruction,0,5,7,16.5
2011/12,Fraser,Eagle Ridge Hospital,Fallopian Tube/Ovarian Surgery,24,72,5.1,17.6
2011/12,Fraser,Eagle Ridge Hospital,Fistula Repair - Non Vascular,<5,9,6.9,47.2
2011/12,Fraser,Eagle Ridge Hospital,Foot/Ankle Surgery,<5,21,3,7.3
2011/12,Fraser,Eagle Ridge Hospital,Foreign Body Removal Surgery,<5,8,1.7,18.2
2011/12,Fraser,Eagle Ridge Hospital,Fracture Repair,18,55,1,14.1
2011/12,Fraser,Eagle Ridge Hospital,Free Flap Graft,<5,5,2.7,28.5
2011/12,Fraser,Eagle Ridge Hospital,Hand/Wrist Surgery,48,107,8.6,26.6
2011/12,Fraser,Eagle Ridge Hospital,Hernia Repair - Abdominal,168,480,8.9,29.7
2011/12,Fraser,Eagle Ridge Hospital,Hip Replacement,8,26,17.9,44.7
2011/12,Fraser,Eagle Ridge Hospital,Kidney/Bladder Stone Removal,0,11,3,4.7
2011/12,Fraser,Eagle Ridge Hospital,Knee - ACL Repair,57,158,6.9,24.9
2011/12,Fraser,Eagle Ridge Hospital,Knee - Meniscectomy,34,74,6.3,39.3
2011/12,Fraser,Eagle Ridge Hospital,Knee Arthroscopy,35,165,4.9,18.2
2011/12,Fraser,Eagle Ridge Hospital,Knee Replacement,49,55,27.3,50.8
2011/12,Fraser,Eagle Ridge Hospital,Laparoscopy,11,46,3,12.9
2011/12,Fraser,Eagle Ridge Hospital,Laparotomy,<5,5,4,5.1
2011/12,Fraser,Eagle Ridge Hospital,Ligament Surgery,32,44,17.6,29.1
2011/12,Fraser,Eagle Ridge Hospital,Lipectomy,<5,0,,
2011/12,Fraser,Eagle Ridge Hospital,Male Reproductive Surgery,16,59,3.4,12.9
2011/12,Fraser,Eagle Ridge Hospital,Mastectomy,8,72,3.4,12.4
2011/12,Fraser,Eagle Ridge Hospital,Mastoidectomy,<5,<5,,
2011/12,Fraser,Eagle Ridge Hospital,Myringotomy,<5,32,3.9,8.1
2011/12,Fraser,Eagle Ridge Hospital,Nasal Surgery,285,166,11.1,64.8
2011/12,Fraser,Eagle Ridge Hospital,Nerve Surgery,14,35,4,26.6
2011/12,Fraser,Eagle Ridge Hospital,Oral Cavity & Pharynx Surgery,0,<5,,
2011/12,Fraser,Eagle Ridge Hospital,Other Ear Surgery,<5,19,3.7,26.3
2011/12,Fraser,Eagle Ridge Hospital,Other Eye Surgery,<5,5,2.7,3.7
2011/12,Fraser,Eagle Ridge Hospital,Other Joint Reconstruction,41,153,3.4,20.7
2011/12,Fraser,Eagle Ridge Hospital,Other Orthopaedic Surgery,102,281,6.4,26.6
2011/12,Fraser,Eagle Ridge Hospital,Other Urology Surgery,33,149,6,16.7
2011/12,Fraser,Eagle Ridge Hospital,Parotidectomy,6,27,5.6,23.2
2011/12,Fraser,Eagle Ridge Hospital,Prostate Surgery,20,59,3,20.9
2011/12,Fraser,Eagle Ridge Hospital,Rectal Surgery,47,142,7.6,25
2011/12,Fraser,Eagle Ridge Hospital,Shoulder Surgery,40,145,7.1,23.2
2011/12,Fraser,Eagle Ridge Hospital,Sinus Surgery,8,23,10.1,26.7
2011/12,Fraser,Eagle Ridge Hospital,Skin Surgery,29,73,4.9,23.7
2011/12,Fraser,Eagle Ridge Hospital,Skin Tumour Removal,37,148,3.6,15
2011/12,Fraser,Eagle Ridge Hospital,Sphincterotomy,<5,7,5.3,10.2
2011/12,Fraser,Eagle Ridge Hospital,Spinal/Back Surgery,148,352,7.2,34.8
2011/12,Fraser,Eagle Ridge Hospital,Tendon Surgery,13,61,2.1,20.3
2011/12,Fraser,Eagle Ridge Hospital,Thyroidectomy,44,142,5.9,22
2011/12,Fraser,Eagle Ridge Hospital,Tonsillectomy/Adenoidectomy,41,167,7.4,23.7
2011/12,Fraser,Eagle Ridge Hospital,Tympanoplasty,<5,15,7,25.8
2011/12,Fraser,Eagle Ridge Hospital,Uterine Surgery,35,182,7.7,30.1
2011/12,Fraser,Eagle Ridge Hospital,Vaginal Repair,<5,24,7.9,23.9
2011/12,Fraser,Eagle Ridge Hospital,Varicose Veins Ligation/Stripping,31,16,9.7,27.6
2011/12,Fraser,Eagle Ridge Hospital,Wound/Laceration Care,41,102,4.7,19.3
2011/12,Fraser,Langley Memorial Hospital,All Other Procedures,5,42,3.1,16.3
2011/12,Fraser,Langley Memorial Hospital,All Procedures,"1,744","5,493",8.4,28.3
2011/12,Fraser,Langley Memorial Hospital,Appendectomy,<5,5,5.9,18.7
2011/12,Fraser,Langley Memorial Hospital,Biopsy in OR,<5,30,1.9,4.3
2011/12,Fraser,Langley Memorial Hospital,Bladder Surgery,78,251,4.4,29.6
2011/12,Fraser,Langley Memorial Hospital,Bowel Resection,6,67,3,6.3
2011/12,Fraser,Langley Memorial Hospital,Breast Biopsy,7,45,3,11.1
2011/12,Fraser,Langley Memorial Hospital,Cataract Surgery,515,"1,382",16.4,27.4
2011/12,Fraser,Langley Memorial Hospital,Cholecystectomy,58,214,6,36.2
2011/12,Fraser,Langley Memorial Hospital,Colostomy/Ileostomy,<5,18,4.4,34.3
2011/12,Fraser,Langley Memorial Hospital,Cone Biopsy,0,13,3.7,7.3
2011/12,Fraser,Langley Memorial Hospital,Cyst/Ganglion Removal,0,8,5.6,9.2
2011/12,Fraser,Langley Memorial Hospital,D&C and Related Surgery,25,309,4,12.1
2011/12,Fraser,Langley Memorial Hospital,Dental Surgery,61,221,6.4,19
2011/12,Fraser,Langley Memorial Hospital,Examination Under Anaesthetic,5,15,3.9,10.7
2011/12,Fraser,Langley Memorial Hospital,Excision Gynecomastia,<5,<5,,
2011/12,Fraser,Langley Memorial Hospital,Excision Lesion/Tumour,12,65,3.1,17.5
2011/12,Fraser,Langley Memorial Hospital,Facial Bone Reconstruction,20,43,9,34
2011/12,Fraser,Langley Memorial Hospital,Fallopian Tube/Ovarian Surgery,20,128,6.1,19.3
2011/12,Fraser,Langley Memorial Hospital,Fistula Repair - Non Vascular,<5,5,14.6,25.1
2011/12,Fraser,Langley Memorial Hospital,Foot/Ankle Surgery,9,9,10,13.5
2011/12,Fraser,Langley Memorial Hospital,Foreign Body Removal Surgery,<5,<5,,
2011/12,Fraser,Langley Memorial Hospital,Fracture Repair,<5,6,24.6,52.6
2011/12,Fraser,Langley Memorial Hospital,Hand/Wrist Surgery,20,16,11.9,42.4
2011/12,Fraser,Langley Memorial Hospital,Hernia Repair - Abdominal,118,296,12.1,46.6
2011/12,Fraser,Langley Memorial Hospital,Hip Replacement,27,99,13.9,26.1
2011/12,Fraser,Langley Memorial Hospital,Kidney/Bladder Stone Removal,7,27,4.1,15.3
2011/12,Fraser,Langley Memorial Hospital,Knee - ACL Repair,19,46,20.9,36.6
2011/12,Fraser,Langley Memorial Hospital,Knee - Meniscectomy,44,103,6.6,19.1
2011/12,Fraser,Langley Memorial Hospital,Knee Arthroscopy,123,232,21.1,39.1
2011/12,Fraser,Langley Memorial Hospital,Knee Replacement,93,183,15.7,30.9
2011/12,Fraser,Langley Memorial Hospital,Laparoscopy,10,72,3.5,9.5
2011/12,Fraser,Langley Memorial Hospital,Laparotomy,<5,20,3.4,10.7
2011/12,Fraser,Langley Memorial Hospital,Ligament Surgery,<5,12,9.9,19.9
2011/12,Fraser,Langley Memorial Hospital,Male Reproductive Surgery,18,49,3.9,36.4
2011/12,Fraser,Langley Memorial Hospital,Mastectomy,<5,26,2.1,5.9
2011/12,Fraser,Langley Memorial Hospital,Mastoidectomy,0,<5,,
2011/12,Fraser,Langley Memorial Hospital,Myringotomy,<5,65,3,8.6
2011/12,Fraser,Langley Memorial Hospital,Nasal Surgery,7,26,7.5,15.1
2011/12,Fraser,Langley Memorial Hospital,Nerve Surgery,<5,<5,,
2011/12,Fraser,Langley Memorial Hospital,Oral Cavity & Pharynx Surgery,<5,<5,,
2011/12,Fraser,Langley Memorial Hospital,Other Ear Surgery,0,<5,,
2011/12,Fraser,Langley Memorial Hospital,Other Eye Surgery,0,7,5,9.1
2011/12,Fraser,Langley Memorial Hospital,Other Joint Reconstruction,10,22,5.9,26.7
2011/12,Fraser,Langley Memorial Hospital,Other Orthopaedic Surgery,71,102,8.6,27.8
2011/12,Fraser,Langley Memorial Hospital,Other Urology Surgery,33,224,3,9
2011/12,Fraser,Langley Memorial Hospital,Parotidectomy,<5,<5,,
2011/12,Fraser,Langley Memorial Hospital,Prostate Surgery,26,144,3.7,14.9
2011/12,Fraser,Langley Memorial Hospital,Rectal Surgery,10,17,21.1,48.7
2011/12,Fraser,Langley Memorial Hospital,Shoulder Surgery,64,105,21,38.4
2011/12,Fraser,Langley Memorial Hospital,Sinus Surgery,5,29,7,13.3
2011/12,Fraser,Langley Memorial Hospital,Skin Surgery,0,<5,,
2011/12,Fraser,Langley Memorial Hospital,Skin Tumour Removal,29,85,7.6,28.5
2011/12,Fraser,Langley Memorial Hospital,Sphincterotomy,0,<5,,
2011/12,Fraser,Langley Memorial Hospital,Tendon Surgery,<5,<5,,
2011/12,Fraser,Langley Memorial Hospital,Thyroidectomy,<5,5,8,12
2011/12,Fraser,Langley Memorial Hospital,Tonsillectomy/Adenoidectomy,9,101,6,13
2011/12,Fraser,Langley Memorial Hospital,Tympanoplasty,5,8,8.2,15.3
2011/12,Fraser,Langley Memorial Hospital,Uterine Surgery,87,364,9.3,30
2011/12,Fraser,Langley Memorial Hospital,Vaginal Repair,43,78,18.2,47.1
2011/12,Fraser,Langley Memorial Hospital,Wound/Laceration Care,13,28,10.2,38.9
2011/12,Fraser,Pattison Outpatient Centre,All Other Procedures,5,18,2.3,13.9
2011/12,Fraser,Pattison Outpatient Centre,All Procedures,"1,253","1,814",6.1,30.3
2011/12,Fraser,Pattison Outpatient Centre,Biopsy in OR,<5,10,1.9,11.7
2011/12,Fraser,Pattison Outpatient Centre,Bladder Surgery,42,32,6.2,22.1
2011/12,Fraser,Pattison Outpatient Centre,Breast Biopsy,<5,32,2.4,4
2011/12,Fraser,Pattison Outpatient Centre,Breast Reconstruction,26,56,6.3,13.7
2011/12,Fraser,Pattison Outpatient Centre,Breast Reduction,48,74,11.1,38.2
2011/12,Fraser,Pattison Outpatient Centre,Cholecystectomy,45,94,7.4,26.3
2011/12,Fraser,Pattison Outpatient Centre,Cyst/Ganglion Removal,<5,<5,,
2011/12,Fraser,Pattison Outpatient Centre,D&C and Related Surgery,64,93,6,20.2
2011/12,Fraser,Pattison Outpatient Centre,Examination Under Anaesthetic,<5,6,1.3,7.2
2011/12,Fraser,Pattison Outpatient Centre,Excision Gynecomastia,11,12,20.9,34.9
2011/12,Fraser,Pattison Outpatient Centre,Excision Lesion/Tumour,8,27,4.4,20.5
2011/12,Fraser,Pattison Outpatient Centre,Fallopian Tube/Ovarian Surgery,72,87,13.4,36.4
2011/12,Fraser,Pattison Outpatient Centre,Foot/Ankle Surgery,<5,<5,,
2011/12,Fraser,Pattison Outpatient Centre,Fracture Repair,0,8,3,19
2011/12,Fraser,Pattison Outpatient Centre,Hand/Wrist Surgery,9,14,4.4,14.8
2011/12,Fraser,Pattison Outpatient Centre,Hernia Repair - Abdominal,87,158,8.2,33.8
2011/12,Fraser,Pattison Outpatient Centre,Kidney/Bladder Stone Removal,41,177,3,6.1
2011/12,Fraser,Pattison Outpatient Centre,Knee - ACL Repair,17,20,11.6,28.7
2011/12,Fraser,Pattison Outpatient Centre,Knee Arthroscopy,68,74,11.3,24.9
2011/12,Fraser,Pattison Outpatient Centre,Laparoscopy,12,23,8,20.7
2011/12,Fraser,Pattison Outpatient Centre,Ligament Surgery,0,<5,,
2011/12,Fraser,Pattison Outpatient Centre,Male Reproductive Surgery,9,18,8.8,29.1
2011/12,Fraser,Pattison Outpatient Centre,Mastectomy,<5,26,2.1,3.1
2011/12,Fraser,Pattison Outpatient Centre,Mastoidectomy,19,16,8.8,49.9
2011/12,Fraser,Pattison Outpatient Centre,Myringotomy,<5,<5,,
2011/12,Fraser,Pattison Outpatient Centre,Nasal Surgery,210,148,21.9,44.4
2011/12,Fraser,Pattison Outpatient Centre,Nerve Surgery,<5,<5,,
2011/12,Fraser,Pattison Outpatient Centre,Other Ear Surgery,6,6,16.1,36.1
2011/12,Fraser,Pattison Outpatient Centre,Other Joint Reconstruction,5,<5,,
2011/12,Fraser,Pattison Outpatient Centre,Other Orthopaedic Surgery,14,34,4.1,28
2011/12,Fraser,Pattison Outpatient Centre,Other Urology Surgery,22,45,5.3,18.2
2011/12,Fraser,Pattison Outpatient Centre,Parotidectomy,<5,<5,,
2011/12,Fraser,Pattison Outpatient Centre,Prostate Surgery,24,14,9.5,16.9
2011/12,Fraser,Pattison Outpatient Centre,Rectal Surgery,48,45,8,29.8
2011/12,Fraser,Pattison Outpatient Centre,Shoulder Surgery,8,5,7.3,16.9
2011/12,Fraser,Pattison Outpatient Centre,Sinus Surgery,107,106,19.6,33
2011/12,Fraser,Pattison Outpatient Centre,Skin Surgery,<5,18,4.1,21.3
2011/12,Fraser,Pattison Outpatient Centre,Skin Tumour Removal,27,55,2.4,15.1
2011/12,Fraser,Pattison Outpatient Centre,Sphincterotomy,9,<5,,
2011/12,Fraser,Pattison Outpatient Centre,Tendon Surgery,<5,5,1.3,6
2011/12,Fraser,Pattison Outpatient Centre,Thyroidectomy,<5,0,,
2011/12,Fraser,Pattison Outpatient Centre,Tonsillectomy/Adenoidectomy,52,51,8.1,36.7
2011/12,Fraser,Pattison Outpatient Centre,Tympanoplasty,73,56,18.3,47.7
2011/12,Fraser,Pattison Outpatient Centre,Uterine Surgery,0,<5,,
2011/12,Fraser,Pattison Outpatient Centre,Vaginal Repair,<5,<5,,
2011/12,Fraser,Pattison Outpatient Centre,Varicose Veins Ligation/Stripping,5,<5,,
